2    	0.022613	1.323365	0.000000	-0.345978	0.000000	0.000000	1.000000	0.000782
3    	0.136325	1.917359	2.036696	-0.970303	0.979940	-3.481875	0.618142	0.000767
4    	0.008992	0.050587	0.954896	-0.012146	0.049474	-0.050943	1.000861	0.000915
5    	0.070907	0.476584	0.485555	0.043513	-0.134622	-0.046381	0.895555	0.001101
6    	0.053794	0.367414	0.393042	0.148390	-0.008335	0.128741	1.083046	0.001307
7    	0.017684	0.037217	0.487111	0.003034	-0.077331	0.568932	1.036649	0.001469
8    	0.056555	0.138496	0.537844	-0.014335	-0.082831	0.371432	1.007160	0.001712
9    	0.036023	0.421978	1.201161	-0.117141	-0.011808	-0.610825	0.919388	0.001905
10    	0.028793	0.559630	0.851254	-0.052826	0.047210	-0.532204	0.901857	0.002196
11    	0.015056	0.290087	0.572616	-0.015406	0.021290	0.121374	1.005016	0.002280
12    	0.009615	0.264262	0.378859	0.024177	-0.027857	0.340744	0.989800	0.002517
13    	0.022421	0.301182	0.466710	0.053092	-0.131433	0.322256	1.034229	0.002750
14    	0.031640	0.302752	0.853381	0.044982	0.093012	-0.347315	0.978452	0.002985
15    	0.023702	0.336175	0.625302	-0.045953	0.081025	-0.067307	0.952943	0.003184
16    	0.019276	0.238708	0.305647	0.015781	-0.049682	0.476184	1.005915	0.003290
17    	0.011741	0.236247	0.445891	0.017290	-0.048992	0.332997	0.995174	0.003528
18    	0.008751	0.209638	0.722369	-0.031031	0.009364	0.095612	1.014702	0.003740
19    	0.012474	0.257268	0.741664	0.024454	0.027936	-0.083828	0.979966	0.003874
20    	0.025187	0.351702	0.871072	-0.061556	-0.093138	-0.121837	0.971430	0.004232
21    	0.016293	0.246871	0.417816	-0.017454	0.019149	0.308728	0.991403	0.004386
22    	0.008001	0.189960	0.375608	0.005663	-0.041067	0.483466	1.021632	0.004513
23    	0.019341	0.249403	0.582733	-0.039993	-0.003308	0.177780	0.985956	0.004701
24    	0.042063	0.422932	0.695972	-0.057060	0.083545	-0.174845	1.012608	0.004874
25    	0.021911	0.500270	0.546597	-0.026134	0.006537	-0.061226	0.987955	0.005045
26    	0.008016	0.135509	0.328961	0.002698	-0.007152	0.533402	1.001434	0.005327
27    	0.017068	0.178080	0.822373	-0.006554	-0.044351	0.015626	0.982243	0.005493
28    	0.029850	0.346722	0.838313	-0.032592	0.129957	-0.323107	0.989143	0.005783
29    	0.023233	0.190727	0.473718	-0.032346	0.052957	0.259461	0.967751	0.005858
30    	0.008871	0.274061	0.373248	-0.007312	0.007568	0.357013	1.013450	0.006092
31    	0.012385	0.198783	0.786975	-0.018102	0.014470	0.004530	0.999040	0.006174
32    	0.019020	0.282180	0.648246	0.047496	-0.050896	0.027924	0.973970	0.006137
33    	0.017915	0.270316	0.406944	0.020492	0.043739	0.237056	0.996461	0.006256
34    	0.041642	0.708536	0.810313	-0.005357	-0.040076	-0.446027	1.069030	0.006430
35    	0.014966	0.276355	0.564373	-0.019229	-0.003966	0.174476	1.006974	0.006619
36    	0.017409	0.212614	0.468682	0.012704	-0.030726	0.281846	0.962529	0.006702
37    	0.030019	0.130527	0.505938	-0.007382	-0.035726	0.391775	1.015150	0.006919
38    	0.022063	0.245814	0.544819	0.006537	0.040205	0.157354	1.016793	0.007056
39    	0.019177	0.357470	0.592902	-0.060671	-0.092908	0.198766	1.014735	0.007199
40    	0.017643	0.258777	0.414102	0.038712	0.009957	0.274730	1.013921	0.007309
41    	0.013640	0.191397	0.554712	-0.002372	-0.051455	0.304497	1.010420	0.007471
42    	0.027403	0.240688	0.414255	0.059115	0.006682	0.271896	1.020039	0.007662
43    	0.021667	0.311751	0.585838	-0.028071	-0.042352	0.135657	0.984489	0.007894
44    	0.025182	0.361209	0.845201	0.036867	-0.001433	-0.224606	1.042419	0.008339
45    	0.013636	0.258321	0.466107	-0.005587	0.010057	0.253535	0.996068	0.008488
46    	0.015197	0.180166	0.535328	0.007660	-0.013501	0.267007	0.991858	0.008745
47    	0.018509	0.268563	0.488870	0.008727	-0.028517	0.249874	1.006025	0.009078
48    	0.016042	0.150860	0.549056	-0.003292	0.019485	0.278745	1.010897	0.009517
49    	0.018606	0.271452	0.549067	0.004359	-0.000436	0.164520	1.007568	0.009796
50    	0.020304	0.236494	0.623858	-0.014389	-0.031862	0.162623	0.997027	0.011475
51    	0.023587	0.357059	0.597628	-0.011025	0.025141	0.032811	1.025201	0.010434
52    	0.023937	0.191098	0.519457	-0.024187	0.006489	0.280153	0.996946	0.010678
53    	0.022541	0.188190	0.639738	-0.015745	0.028472	0.138073	1.001269	0.011018
54    	0.012713	0.200853	0.554679	-0.000246	-0.000021	0.241935	1.009914	0.011458
55    	0.012991	0.250114	0.332428	0.019777	0.006354	0.353800	0.975464	0.011732
56    	0.014170	0.273270	0.484021	-0.001457	-0.000557	0.233534	1.002981	0.012083
57    	0.019023	0.282956	0.534661	-0.018953	0.022689	0.144989	0.985365	0.012376
58    	0.017530	0.195917	0.417778	0.015910	0.022457	0.339651	1.009243	0.012811
59    	0.017863	0.240015	0.601259	-0.026721	-0.003131	0.193881	1.023166	0.013223
60    	0.015507	0.224785	0.703425	-0.031425	0.032361	0.072059	1.016711	0.013570
61    	0.014676	0.306561	0.368086	0.031182	-0.003766	0.271499	0.988238	0.014329
62    	0.018615	0.199232	0.638020	0.021657	-0.002026	0.122970	0.998469	0.014886
